City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
474,road town,18.4167,-64.6167,24.05,74,14,8.76,VG,1675829925
475,mariakani,-3.8633,39.4736,24.05,89,80,1.39,KE,1675829926
476,rusape,-18.5278,32.1284,15.79,85,99,1.92,ZW,1675829926
477,shebunino,46.4339,141.8603,-5.48,57,99,6.37,RU,1675829927
478,kudahuvadhoo,2.6708,72.8944,26.93,71,22,2.86,MV,1675829928
479,kavaratti,10.5669,72.642,26.69,71,93,5.59,IN,1675829928
480,lumajang,-8.1335,113.2248,25.94,84,100,1.98,ID,1675829929
481,gainesville,29.6516,-82.3248,16.71,69,0,2.06,US,1675829760
482,port macquarie,-31.4333,152.9167,25.1,59,66,4.18,AU,1675829930
483,thunder bay,48.4001,-89.3168,-12.05,79,20,1.54,CA,1675829921
484,vestmannaeyjar,63.4427,-20.2734,-0.27,65,100,16.07,IS,1675829647
485,formosa,-26.1775,-58.1781,28.99,51,8,3.6,AR,1675829931
486,ambon,-3.6954,128.1814,32.08,58,20,5.66,ID,1675829932
487,dong hoi,17.4833,106.6,24.84,84,60,1.84,VN,1675829932
488,vintileasca,45.6,26.7333,-8.81,85,57,4.02,RO,1675829933
489,sisimiut,66.9395,-53.6735,-25.52,96,97,3.51,GL,1675829933
490,srednekolymsk,67.45,153.6833,-32.4,96,100,2.4,RU,1675829934
491,samarai,-10.6167,150.6667,27.94,79,100,7.35,PG,1675829934
492,laem sing,12.4816,102.0738,32.25,100,70,1.51,TH,1675829935
493,lata,40.1629,-8.3327,5.12,85,37,3.02,PT,1675829935
494,san juan,-31.5375,-68.5364,32.35,24,51,6.24,AR,1675829936
495,jumla,29.2747,82.1838,9.22,19,0,1.8,NP,1675829936
496,lamu,-2.2717,40.902,25.12,90,43,4.07,KE,1675829937
497,kapit,2.0167,112.9333,33.06,51,81,0.26,MY,1675829937
498,alice springs,-23.7,133.8833,34.75,29,40,5.66,AU,1675829806
499,sangar,63.9242,127.4739,-37.04,93,100,1.29,RU,1675829938
500,buin,-33.7333,-70.75,25.41,55,0,0.53,CL,1675829938
501,cockburn town,21.4612,-71.1419,25.48,74,1,10.41,TC,1675829870
502,windhoek,-22.5594,17.0832,17.46,90,25,1.34,NA,1675829939
503,maxixe,-23.8597,35.3472,25.07,89,6,2.29,MZ,1675829940
504,rudsar,37.1376,50.288,8.99,89,91,2.97,IR,1675829940
505,grigoropolisskaya,45.2972,41.0567,-6.72,95,100,5.52,RU,1675829941
506,manta,-0.95,-80.7333,26.88,74,75,2.57,EC,1675829890
507,meulaboh,4.1363,96.1285,28.73,65,69,0.52,ID,1675829942
508,pyay,18.8167,95.2167,27.7,25,23,2.27,MM,1675829943
509,awjilah,29.1081,21.2869,8.84,61,76,2.71,LY,1675829944
510,paramonga,-10.6667,-77.8333,22.71,83,33,2.42,PE,1675829945
511,pirgos,35.1167,25.7178,5.9,74,63,10.23,GR,1675829947
512,manzanillo,20.3433,-77.1167,22.69,80,0,6.74,CU,1675829948
513,camacha,33.0833,-16.3333,11.68,82,40,2.57,PT,1675829949
514,hay river,60.8156,-115.7999,-21.01,84,75,2.06,CA,1675829950
515,verkhnevilyuysk,63.4453,120.3167,-34.09,95,100,0.2,RU,1675829951
516,acarau,-2.8856,-40.12,25.25,83,100,3.77,BR,1675829756
517,kabalo,-6.05,26.9167,19.61,97,100,2.49,CD,1675829952
518,ancud,-41.8697,-73.8203,12.96,95,2,1.9,CL,1675829952
519,dunedin,-45.8742,170.5036,16.06,48,63,7.89,NZ,1675829953
520,chengde,40.9725,117.9361,0.32,27,7,2.28,CN,1675829954
521,northam,51.0333,-4.2167,2.56,90,0,3.11,GB,1675829955
522,genhe,50.7833,121.5167,-15.46,82,89,1.59,CN,1675829955
523,lazarev,52.225,141.5131,-22.7,90,100,7.39,RU,1675829956
524,miri,4.4148,114.0089,32.08,62,40,2.57,MY,1675829957
525,abapo,-18.8333,-63.4667,17.79,97,100,1.01,BO,1675829958
526,mehamn,71.0357,27.8492,0.97,64,0,8.23,NO,1675829817
527,menongue,-14.6585,17.691,16.24,81,100,1.43,AO,1675829960
528,payson,40.0444,-111.7321,-0.23,77,75,1.54,US,1675829960
529,znamenskoye,57.1281,73.8282,-25.64,100,47,1.83,RU,1675829960
530,severo-yeniseyskiy,60.3725,93.0408,-12.2,93,100,2.4,RU,1675829962
531,haimen,23.1935,116.6142,21.94,74,24,10.24,CN,1675829962
532,morondava,-20.2833,44.2833,24.94,86,99,2.85,MG,1675829963
533,ardahan,41.1087,42.7022,-17.55,99,98,1.01,TR,1675829963
534,ketou,7.3633,2.5998,24.43,86,95,1.07,BJ,1675829964
535,karasjok,69.4719,25.5112,-3.47,77,59,6.38,NO,1675829965
536,moyale,3.5167,39.0584,19.79,40,0,3.32,KE,1675829965
537,axim,4.8699,-2.2405,25.07,87,100,1.4,GH,1675829966
538,rohtak,28.9,76.5667,16.31,33,0,2.82,IN,1675829928
539,along,28.1667,94.7667,13.66,89,100,0.37,IN,1675829967
540,asau,46.4333,26.4,-5.49,96,98,2.27,RO,1675829968
541,presidencia roque saenz pena,-26.7852,-60.4388,28.01,37,37,2.56,AR,1675829969
542,nakhon thai,17.1006,100.8374,32.92,30,1,2.34,TH,1675829970
543,los llanos de aridane,28.6585,-17.9182,11.86,58,20,2.57,ES,1675829971
544,kuito,-12.3833,16.9333,14.76,78,100,1.63,AO,1675829972
545,flekkefjord,58.2971,6.6607,6.14,99,100,0.87,NO,1675829975
546,jabinyanah,35.035,10.9081,14.89,81,16,4.78,TN,1675829976
547,pemba,-12.974,40.5178,24.69,87,100,3.75,MZ,1675829976
548,marzuq,14.4,46.4667,17.99,46,18,2.39,YE,1675829977
549,taloqan,36.7361,69.5345,8.3,32,73,3.16,AF,1675829978
550,akyab,20.15,92.9,23.89,39,1,1.69,MM,1675829871
551,daru,-9.0763,143.2092,29.71,71,99,4.33,PG,1675829979
552,alice,27.7523,-98.0697,22.09,88,100,7.72,US,1675829979
553,inza,53.8533,46.3586,-20.17,100,100,1.16,RU,1675829980
